question,yes_token,no_token,quantity,status,yes_cost,no_cost,total_cost,yes_average_price,no_average_price,gross_profit,gross_profit_pct
Will Alex Padilla win the 2028 US Presidential Election?,111275251472058072508619811663710362197823477418115657686883100870313266336765,17525279555198427422522944312175513306451262897003545478403196837987378558377,50,not_fully_fillable,,,,,,,
Will Alex Padilla win the 2028 US Presidential Election?,111275251472058072508619811663710362197823477418115657686883100870313266336765,17525279555198427422522944312175513306451262897003545478403196837987378558377,100,not_fully_fillable,,,,,,,
Will Alex Padilla win the 2028 US Presidential Election?,111275251472058072508619811663710362197823477418115657686883100870313266336765,17525279555198427422522944312175513306451262897003545478403196837987378558377,250,not_fully_fillable,,,,,,,
Will Alex Padilla win the 2028 US Presidential Election?,111275251472058072508619811663710362197823477418115657686883100870313266336765,17525279555198427422522944312175513306451262897003545478403196837987378558377,500,not_fully_fillable,,,,,,,
Will Alex Padilla win the 2028 US Presidential Election?,111275251472058072508619811663710362197823477418115657686883100870313266336765,17525279555198427422522944312175513306451262897003545478403196837987378558377,1000,not_fully_fillable,,,,,,,
Will Candace Owens win the 2028 US Presidential Election?,30592713517693064640872287798282181889924970160995509574203628557763502328846,63747459676140983983119370335862836972776944721638042677139477092813941329379,10,not_fully_fillable,,,,,,,
Will Candace Owens win the 2028 US Presidential Election?,30592713517693064640872287798282181889924970160995509574203628557763502328846,63747459676140983983119370335862836972776944721638042677139477092813941329379,50,not_fully_fillable,,,,,,,
Will Candace Owens win the 2028 US Presidential Election?,30592713517693064640872287798282181889924970160995509574203628557763502328846,63747459676140983983119370335862836972776944721638042677139477092813941329379,100,not_fully_fillable,,,,,,,
Will Candace Owens win the 2028 US Presidential Election?,30592713517693064640872287798282181889924970160995509574203628557763502328846,63747459676140983983119370335862836972776944721638042677139477092813941329379,250,not_fully_fillable,,,,,,,
Will Candace Owens win the 2028 US Presidential Election?,30592713517693064640872287798282181889924970160995509574203628557763502328846,63747459676140983983119370335862836972776944721638042677139477092813941329379,500,not_fully_fillable,,,,,,,
Will Candace Owens win the 2028 US Presidential Election?,30592713517693064640872287798282181889924970160995509574203628557763502328846,63747459676140983983119370335862836972776944721638042677139477092813941329379,1000,not_fully_fillable,,,,,,,
Will Tim Scott win the 2028 US Presidential Election?,24908228760416922213612434617001183346078469158297998009944252494961344688838,11859092901364772208765529642173057538268245606218298881278208061029457183888,10,not_fully_fillable,,,,,,,
Will Tim Scott win the 2028 US Presidential Election?,24908228760416922213612434617001183346078469158297998009944252494961344688838,11859092901364772208765529642173057538268245606218298881278208061029457183888,50,not_fully_fillable,,,,,,,
Will Tim Scott win the 2028 US Presidential Election?,24908228760416922213612434617001183346078469158297998009944252494961344688838,11859092901364772208765529642173057538268245606218298881278208061029457183888,100,not_fully_fillable,,,,,,,
Will Tim Scott win the 2028 US Presidential Election?,24908228760416922213612434617001183346078469158297998009944252494961344688838,11859092901364772208765529642173057538268245606218298881278208061029457183888,250,not_fully_fillable,,,,,,,
Will Tim Scott win the 2028 US Presidential Election?,24908228760416922213612434617001183346078469158297998009944252494961344688838,11859092901364772208765529642173057538268245606218298881278208061029457183888,500,not_fully_fillable,,,,,,,
Will Tim Scott win the 2028 US Presidential Election?,24908228760416922213612434617001183346078469158297998009944252494961344688838,11859092901364772208765529642173057538268245606218298881278208061029457183888,1000,not_fully_fillable,,,,,,,
Will Mike Johnson win the 2028 US Presidential Election?,12167445601241038494598627746141164571603283042691642667221433294800793091205,9840968653599928014975758860003361924335058077946108821235343614820040422707,10,not_fully_fillable,,,,,,,
Will Mike Johnson win the 2028 US Presidential Election?,12167445601241038494598627746141164571603283042691642667221433294800793091205,9840968653599928014975758860003361924335058077946108821235343614820040422707,50,not_fully_fillable,,,,,,,
Will Mike Johnson win the 2028 US Presidential Election?,12167445601241038494598627746141164571603283042691642667221433294800793091205,9840968653599928014975758860003361924335058077946108821235343614820040422707,100,not_fully_fillable,,,,,,,
Will Mike Johnson win the 2028 US Presidential Election?,12167445601241038494598627746141164571603283042691642667221433294800793091205,9840968653599928014975758860003361924335058077946108821235343614820040422707,250,not_fully_fillable,,,,,,,
Will Mike Johnson win the 2028 US Presidential Election?,12167445601241038494598627746141164571603283042691642667221433294800793091205,9840968653599928014975758860003361924335058077946108821235343614820040422707,500,not_fully_fillable,,,,,,,
Will Mike Johnson win the 2028 US Presidential Election?,12167445601241038494598627746141164571603283042691642667221433294800793091205,9840968653599928014975758860003361924335058077946108821235343614820040422707,1000,not_fully_fillable,,,,,,,
Will Doug Burgum win the 2028 US Presidential Election?,94314941650039047289265493612932677665453822154521043846008907983710285812703,95884527968430507361099486487437375025232177441474571920519522278338971837411,10,not_fully_fillable,,,,,,,
Will Doug Burgum win the 2028 US Presidential Election?,94314941650039047289265493612932677665453822154521043846008907983710285812703,95884527968430507361099486487437375025232177441474571920519522278338971837411,50,not_fully_fillable,,,,,,,
Will Doug Burgum win the 2028 US Presidential Election?,94314941650039047289265493612932677665453822154521043846008907983710285812703,95884527968430507361099486487437375025232177441474571920519522278338971837411,100,not_fully_fillable,,,,,,,
Will Doug Burgum win the 2028 US Presidential Election?,94314941650039047289265493612932677665453822154521043846008907983710285812703,95884527968430507361099486487437375025232177441474571920519522278338971837411,250,not_fully_fillable,,,,,,,
Will Doug Burgum win the 2028 US Presidential Election?,94314941650039047289265493612932677665453822154521043846008907983710285812703,95884527968430507361099486487437375025232177441474571920519522278338971837411,500,not_fully_fillable,,,,,,,
Will Doug Burgum win the 2028 US Presidential Election?,94314941650039047289265493612932677665453822154521043846008907983710285812703,95884527968430507361099486487437375025232177441474571920519522278338971837411,1000,not_fully_fillable,,,,,,,
